case_id,n_reworks,n_steps,model_type,supplier_id,shift,total_duration,is_late,delay_risk
CAR001572,0,9,3,2,0,151.91,1,0.8894574930314394
CAR002524,0,9,3,2,0,148.49,1,0.8894574930314394
CAR003732,0,9,3,2,0,127.61,1,0.8894574930314394
CAR002394,0,9,3,2,0,156.42000000000002,1,0.8894574930314394
CAR003169,0,9,3,2,0,132.47,1,0.8894574930314394
CAR003054,0,9,3,2,0,132.51999999999998,1,0.8894574930314394
CAR000001,0,9,3,2,0,109.49,0,0.8894574930314394
CAR001248,0,9,3,2,0,165.57999999999998,1,0.8894574930314394
CAR003975,0,9,3,2,0,129.29,1,0.8894574930314394
CAR004907,0,9,3,2,0,134.22,1,0.8894574930314394
CAR000122,0,9,3,2,0,184.16,1,0.8894574930314394
CAR004202,0,9,3,2,0,143.42000000000002,1,0.8894574930314394
CAR004196,0,9,3,2,0,133.25,1,0.8894574930314394
CAR000428,0,9,3,2,0,128.36,1,0.8894574930314394
CAR001354,0,9,3,2,0,158.12,1,0.8894574930314394
CAR000426,0,9,3,2,0,145.75,1,0.8894574930314394
CAR004881,0,9,3,2,0,135.63,1,0.8894574930314394
CAR004700,0,9,3,2,0,166.91,1,0.8894574930314394
CAR003963,0,9,3,2,0,145.54,1,0.8894574930314394
CAR004709,0,9,3,2,0,135.21,1,0.8894574930314394
CAR001128,0,9,3,2,0,141.64,1,0.8894574930314394
CAR004106,0,9,3,2,0,165.62,1,0.8894574930314394
CAR004226,0,9,3,2,0,154.45000000000002,1,0.8894574930314394
CAR004092,0,9,3,2,0,129.46,1,0.8894574930314394
CAR000347,0,9,3,2,0,115.08,0,0.8894574930314394
CAR004089,0,9,3,2,0,144.26,1,0.8894574930314394
CAR004731,0,9,3,2,0,157.39,1,0.8894574930314394
CAR000705,0,9,3,2,0,188.57999999999998,1,0.8894574930314394
CAR004482,0,9,3,2,0,183.19,1,0.8894574930314394
CAR000333,0,9,3,2,0,120.58,1,0.8894574930314394
CAR003997,0,9,3,2,0,148.71,1,0.8894574930314394
CAR004784,0,9,3,2,0,188.60999999999999,1,0.8894574930314394
CAR004790,0,9,3,2,0,135.66,1,0.8894574930314394
CAR001266,0,9,3,2,0,166.74,1,0.8894574930314394
CAR001253,0,9,3,2,0,144.16,1,0.8894574930314394
CAR000102,0,9,3,2,0,150.7,1,0.8894574930314394
CAR000475,0,9,3,2,0,141.95000000000002,1,0.8894574930314394
CAR000796,0,9,3,2,0,130.98,1,0.8894574930314394
CAR003890,0,9,3,2,0,179.34,1,0.8894574930314394
CAR000603,0,9,3,2,0,123.95,1,0.8894574930314394
CAR004564,0,9,3,2,0,145.02,1,0.8894574930314394
CAR000050,0,9,3,2,0,141.58,1,0.8894574930314394
CAR000635,0,9,3,2,0,138.4,1,0.8894574930314394
CAR004556,0,9,3,2,0,163.68,1,0.8894574930314394
CAR000538,0,9,3,2,0,156.14000000000001,1,0.8894574930314394
CAR004546,0,9,3,2,0,132.95,1,0.8894574930314394
CAR000054,0,9,3,2,0,165.13,1,0.8894574930314394
CAR004651,0,9,3,2,0,149.38,1,0.8894574930314394
CAR000795,0,9,3,2,0,134.64,1,0.8894574930314394
CAR000525,0,9,3,2,0,167.57,1,0.8894574930314394
CAR004337,0,9,3,2,0,118.96,0,0.8894574930314394
CAR000068,0,9,3,2,0,163.73,1,0.8894574930314394
CAR001425,0,9,3,2,0,145.63,1,0.8894574930314394
CAR004638,0,9,3,2,0,140.52,1,0.8894574930314394
CAR000485,0,9,3,2,0,147.71,1,0.8894574930314394
CAR000660,0,9,3,2,0,149.19,1,0.8894574930314394
CAR003943,0,9,3,2,0,162.45,1,0.8894574930314394
CAR001482,0,9,3,2,0,135.71,1,0.8894574930314394
CAR004927,0,9,3,2,0,111.58,0,0.8894574930314394
CAR001215,1,11,3,1,1,147.0,1,0.8863464241480673
CAR000273,1,11,3,1,1,163.88,1,0.8863464241480673
CAR000873,1,11,3,1,1,153.48,1,0.8863464241480673
CAR003671,1,11,3,1,1,156.35,1,0.8863464241480673
CAR003002,1,11,3,1,1,169.45000000000002,1,0.8863464241480673
CAR001893,1,11,3,1,1,129.77,1,0.8863464241480673
CAR004622,1,11,3,1,1,138.09,1,0.8863464241480673
CAR003038,1,11,3,1,1,142.48,1,0.8863464241480673
CAR004429,1,11,3,1,1,152.73,1,0.8863464241480673
CAR000401,1,11,3,1,1,151.12,1,0.8863464241480673
CAR004175,1,11,3,1,1,133.41,1,0.8863464241480673
CAR000522,1,11,3,1,1,156.6,1,0.8863464241480673
CAR000490,1,11,3,1,1,152.0,1,0.8863464241480673
CAR001680,1,11,3,1,1,133.15,1,0.8863464241480673
CAR004026,1,11,3,1,1,164.08,1,0.8863464241480673
CAR003345,1,11,3,1,1,149.02,1,0.8863464241480673
CAR002592,1,11,3,1,1,156.94,1,0.8863464241480673
CAR000168,1,11,3,1,1,138.45,1,0.8863464241480673
CAR002588,1,11,3,1,1,146.27,1,0.8863464241480673
CAR001298,1,11,3,1,1,139.29,1,0.8863464241480673
CAR002936,1,11,3,1,1,153.42000000000002,1,0.8863464241480673
CAR000203,1,11,3,1,1,125.58,1,0.8863464241480673
CAR001509,1,11,3,1,1,119.13000000000001,0,0.8863464241480673
CAR002823,1,11,3,1,1,131.88,1,0.8863464241480673
CAR001325,1,11,3,1,1,116.56,0,0.8863464241480673
CAR000134,0,9,2,2,0,148.62,1,0.8690266943219852
CAR003171,0,9,2,2,0,128.87,1,0.8690266943219852
CAR004657,0,9,2,2,0,143.34,1,0.8690266943219852
CAR002129,0,9,2,2,0,155.12,1,0.8690266943219852
CAR000469,0,9,2,2,0,126.85,1,0.8690266943219852
CAR003166,0,9,2,2,0,155.48000000000002,1,0.8690266943219852
CAR000663,0,9,2,2,0,151.77,1,0.8690266943219852
CAR002613,0,9,2,2,0,155.52,1,0.8690266943219852
CAR002139,0,9,2,2,0,129.62,1,0.8690266943219852
CAR004916,0,9,2,2,0,134.79,1,0.8690266943219852
CAR003571,0,9,2,2,0,146.48,1,0.8690266943219852
CAR000423,0,9,2,2,0,124.76,1,0.8690266943219852
CAR002048,0,9,2,2,0,132.4,1,0.8690266943219852
CAR002919,0,9,2,2,0,127.77,1,0.8690266943219852
CAR002363,0,9,2,2,0,149.39,1,0.8690266943219852
CAR003587,0,9,2,2,0,138.57,1,0.8690266943219852
CAR000814,0,9,2,2,0,124.72,1,0.8690266943219852
CAR000207,0,9,2,2,0,164.39000000000001,1,0.8690266943219852
CAR003946,0,9,2,2,0,169.16,1,0.8690266943219852
CAR002526,0,9,2,2,0,136.65,1,0.8690266943219852
CAR002219,0,9,2,2,0,133.10999999999999,1,0.8690266943219852
CAR002761,0,9,2,2,0,117.89,0,0.8690266943219852
CAR000019,0,9,2,2,0,136.41,1,0.8690266943219852
CAR003253,0,9,2,2,0,147.25,1,0.8690266943219852
CAR000048,0,9,2,2,0,121.55,1,0.8690266943219852
CAR002816,0,9,2,2,0,147.27,1,0.8690266943219852
CAR001956,0,9,2,2,0,136.88,1,0.8690266943219852
CAR003848,0,9,2,2,0,132.07,1,0.8690266943219852
CAR003839,0,9,2,2,0,115.98,0,0.8690266943219852
CAR000974,0,9,2,2,0,148.12,1,0.8690266943219852
CAR000999,0,9,2,2,0,152.55,1,0.8690266943219852
CAR003837,0,9,2,2,0,136.69,1,0.8690266943219852
CAR002678,0,9,2,2,0,141.48000000000002,1,0.8690266943219852
CAR002677,0,9,2,2,0,168.12,1,0.8690266943219852
CAR004645,0,9,2,2,0,142.49,1,0.8690266943219852
CAR001914,0,9,2,2,0,162.44,1,0.8690266943219852
CAR003513,0,9,2,2,0,130.99,1,0.8690266943219852
CAR002873,0,9,2,2,0,111.96,0,0.8690266943219852
CAR001050,0,9,2,2,0,127.22,1,0.8690266943219852
CAR003531,0,9,2,2,0,127.14,1,0.8690266943219852
CAR003780,0,9,2,2,0,145.78,1,0.8690266943219852
CAR000396,0,9,2,2,0,145.4,1,0.8690266943219852
CAR000717,0,9,2,2,0,161.75,1,0.8690266943219852
CAR002566,0,9,2,2,0,157.76,1,0.8690266943219852
CAR004715,0,9,2,2,0,155.79,1,0.8690266943219852
CAR002434,0,9,2,2,0,123.76,1,0.8690266943219852
CAR004860,0,9,2,2,0,145.99,1,0.8690266943219852
CAR003032,0,9,2,2,0,153.22,1,0.8690266943219852
CAR003645,0,9,2,2,0,122.87,1,0.8690266943219852
CAR000269,0,9,2,2,0,135.46,1,0.8690266943219852
CAR004796,0,9,2,2,0,164.24,1,0.8690266943219852
CAR002482,0,9,2,2,0,124.72,1,0.8690266943219852
CAR002937,0,9,2,2,0,136.59,1,0.8690266943219852
CAR002540,0,9,2,2,0,156.85999999999999,1,0.8690266943219852
CAR002970,0,9,2,2,0,142.18,1,0.8690266943219852
CAR004809,0,9,2,2,0,160.58,1,0.8690266943219852
CAR003685,0,9,2,2,0,143.96,1,0.8690266943219852
CAR002037,0,9,2,2,0,169.11,1,0.8690266943219852
CAR004820,0,9,2,2,0,136.70000000000002,1,0.8690266943219852
CAR001684,0,9,2,2,0,140.67000000000002,1,0.8690266943219852
CAR000210,0,9,2,2,0,145.4,1,0.8690266943219852
CAR001733,0,9,2,2,0,178.21,1,0.8690266943219852
CAR004017,0,9,2,2,0,146.78,1,0.8690266943219852
CAR000593,0,9,2,2,0,150.53,1,0.8690266943219852
CAR001321,0,9,2,2,0,135.06,1,0.8690266943219852
CAR004723,0,9,2,2,0,177.23999999999998,1,0.8690266943219852
CAR000179,0,9,2,2,0,145.07,1,0.8690266943219852
CAR002028,0,9,2,2,0,155.82,1,0.8690266943219852
CAR003608,0,9,2,2,0,174.73,1,0.8690266943219852
CAR003988,0,9,2,2,0,137.98,1,0.8690266943219852
CAR003636,0,9,2,2,0,156.04,1,0.8690266943219852
CAR000377,0,9,2,2,0,132.34,1,0.8690266943219852
CAR002577,0,9,2,2,0,152.53,1,0.8690266943219852
CAR001318,0,9,2,2,0,168.79,1,0.8690266943219852
CAR003626,0,9,2,2,0,127.24,1,0.8690266943219852
CAR004498,0,9,2,2,0,123.30999999999999,1,0.8690266943219852
CAR000830,0,9,2,2,0,136.74,1,0.8690266943219852
CAR001746,0,9,2,2,0,113.58,0,0.8690266943219852
CAR004776,0,9,2,2,0,144.89,1,0.8690266943219852
CAR001169,0,9,2,2,0,157.52,1,0.8690266943219852
CAR000713,0,9,0,2,1,146.67,1,0.8672769980331262
CAR000745,0,9,0,2,1,142.28,1,0.8672769980331262
CAR000669,0,9,0,2,1,153.88,1,0.8672769980331262
CAR003370,0,9,0,2,1,156.51,1,0.8672769980331262
CAR003341,0,9,0,2,1,133.96,1,0.8672769980331262
CAR000594,0,9,0,2,1,150.51,1,0.8672769980331262
CAR000743,0,9,0,2,1,155.28,1,0.8672769980331262
CAR002121,0,9,0,2,1,149.23999999999998,1,0.8672769980331262
CAR003349,0,9,0,2,1,131.6,1,0.8672769980331262
CAR004765,0,9,0,2,1,122.27,1,0.8672769980331262
CAR003274,0,9,0,2,1,136.19,1,0.8672769980331262
CAR003257,0,9,0,2,1,164.95,1,0.8672769980331262
CAR002717,0,9,0,2,1,161.81,1,0.8672769980331262
CAR002696,0,9,0,2,1,135.47,1,0.8672769980331262
CAR002687,0,9,0,2,1,112.25,0,0.8672769980331262
CAR000070,0,9,0,2,1,143.0,1,0.8672769980331262
CAR002662,0,9,0,2,1,167.01,1,0.8672769980331262
CAR000091,0,9,0,2,1,169.36,1,0.8672769980331262
CAR002900,0,9,0,2,1,123.58,1,0.8672769980331262
CAR000131,0,9,0,2,1,119.49,0,0.8672769980331262
CAR004884,0,9,0,2,1,149.05,1,0.8672769980331262
CAR004880,0,9,0,2,1,139.79,1,0.8672769980331262
CAR000188,0,9,0,2,1,129.78,1,0.8672769980331262
CAR002544,0,9,0,2,1,153.12,1,0.8672769980331262
CAR002509,0,9,0,2,1,148.11,1,0.8672769980331262
CAR002490,0,9,0,2,1,138.65,1,0.8672769980331262
CAR004801,0,9,0,2,1,158.26,1,0.8672769980331262
CAR002408,0,9,0,2,1,144.38,1,0.8672769980331262
CAR000334,0,9,0,2,1,173.69,1,0.8672769980331262
CAR000344,0,9,0,2,1,155.41,1,0.8672769980331262
CAR004730,0,9,0,2,1,157.39,1,0.8672769980331262
CAR000386,0,9,0,2,1,134.06,1,0.8672769980331262
CAR003101,0,9,0,2,1,150.65,1,0.8672769980331262
CAR000456,0,9,0,2,1,132.28,1,0.8672769980331262
CAR002287,0,9,0,2,1,135.42,1,0.8672769980331262
CAR003221,0,9,0,2,1,161.22,1,0.8672769980331262
CAR004601,0,9,0,2,1,158.46,1,0.8672769980331262
CAR000575,0,9,0,2,1,161.01999999999998,1,0.8672769980331262
CAR002224,0,9,0,2,1,153.73000000000002,1,0.8672769980331262
CAR000765,0,9,0,2,1,158.12,1,0.8672769980331262
CAR001483,0,9,0,2,1,129.08,1,0.8672769980331262
CAR003405,0,9,0,2,1,159.31,1,0.8672769980331262
CAR003643,0,9,0,2,1,137.45000000000002,1,0.8672769980331262
CAR001725,0,9,0,2,1,129.01999999999998,1,0.8672769980331262
CAR004050,0,9,0,2,1,148.85999999999999,1,0.8672769980331262
CAR001293,0,9,0,2,1,139.54,1,0.8672769980331262
CAR003852,0,9,0,2,1,162.66,1,0.8672769980331262
CAR001989,0,9,0,2,1,131.10999999999999,1,0.8672769980331262
CAR003962,0,9,0,2,1,141.58,1,0.8672769980331262
CAR003464,0,9,0,2,1,177.66,1,0.8672769980331262
CAR001448,0,9,0,2,1,127.14,1,0.8672769980331262
CAR000908,0,9,0,2,1,147.23,1,0.8672769980331262
CAR004306,0,9,0,2,1,153.1,1,0.8672769980331262
CAR001621,0,9,0,2,1,152.2,1,0.8672769980331262
CAR003760,0,9,0,2,1,147.56,1,0.8672769980331262
CAR001168,0,9,0,2,1,139.89,1,0.8672769980331262
CAR003468,0,9,0,2,1,129.23999999999998,1,0.8672769980331262
CAR003927,0,9,0,2,1,162.04000000000002,1,0.8672769980331262
CAR001841,0,9,0,2,1,141.27,1,0.8672769980331262
CAR003510,0,9,0,2,1,127.71999999999998,1,0.8672769980331262
CAR001570,0,9,0,2,1,168.5,1,0.8672769980331262
CAR004179,0,9,0,2,1,128.51,1,0.8672769980331262
CAR003567,0,9,0,2,1,144.03,1,0.8672769980331262
CAR002779,0,9,0,2,1,145.84,1,0.8672769980331262
CAR002016,0,9,0,2,1,156.28,1,0.8672769980331262
CAR004332,0,9,0,2,1,143.67000000000002,1,0.8672769980331262
CAR001667,0,9,0,2,1,114.57,0,0.8672769980331262
CAR003854,0,9,0,2,1,171.85,1,0.8672769980331262
CAR001697,0,9,0,2,1,148.74,1,0.8672769980331262
CAR003681,0,9,0,2,1,162.51,1,0.8672769980331262
CAR000804,0,9,0,2,1,158.44,1,0.8672769980331262
CAR003440,0,9,0,2,1,140.57,1,0.8672769980331262
CAR001498,0,9,0,2,1,142.68,1,0.8672769980331262
CAR001477,0,9,0,2,1,136.67000000000002,1,0.8672769980331262
CAR002044,0,9,0,2,1,130.04,1,0.8672769980331262
CAR000788,0,9,0,2,1,163.06,1,0.8672769980331262
CAR004027,0,9,0,2,1,143.18,1,0.8672769980331262
CAR003451,0,9,0,2,1,132.64999999999998,1,0.8672769980331262
CAR001690,0,9,0,2,1,156.84,1,0.8672769980331262
CAR002759,1,11,2,0,1,152.07,1,0.8610633767277279
CAR001691,1,11,2,0,1,165.82,1,0.8610633767277279
CAR002288,1,11,2,0,1,158.21,1,0.8610633767277279
CAR003796,1,11,2,0,1,171.81,1,0.8610633767277279
CAR002333,1,11,2,0,1,110.71000000000001,0,0.8610633767277279
CAR000463,1,11,2,0,1,154.0,1,0.8610633767277279
CAR001543,1,11,2,0,1,167.07,1,0.8610633767277279
CAR001348,1,11,2,0,1,163.70000000000002,1,0.8610633767277279
CAR001823,1,11,2,0,1,164.02,1,0.8610633767277279
CAR003210,1,11,2,0,1,120.62,1,0.8610633767277279
CAR004019,1,11,2,0,1,142.64000000000001,1,0.8610633767277279
CAR001556,1,11,2,0,1,124.72,1,0.8610633767277279
CAR003157,1,11,2,0,1,142.93,1,0.8610633767277279
CAR002597,1,11,2,0,1,151.85,1,0.8610633767277279
CAR002174,1,11,2,0,1,133.48,1,0.8610633767277279
CAR004083,1,11,2,0,1,131.07999999999998,1,0.8610633767277279
CAR000731,1,11,2,0,1,132.02,1,0.8610633767277279
CAR001764,1,11,2,0,1,132.03,1,0.8610633767277279
CAR000055,1,11,2,0,1,147.93,1,0.8610633767277279
CAR003755,1,11,2,0,1,148.01,1,0.8610633767277279
CAR001258,1,11,2,0,1,167.56,1,0.8610633767277279
CAR004336,1,11,2,1,2,135.11,1,0.8429311069258323
CAR003802,1,11,2,1,2,153.42,1,0.8429311069258323
CAR004660,1,11,2,1,2,155.47,1,0.8429311069258323
CAR003027,1,11,2,1,2,143.47,1,0.8429311069258323
CAR000465,1,11,2,1,2,153.85,1,0.8429311069258323
CAR001875,1,11,2,1,2,140.15,1,0.8429311069258323
CAR002812,1,11,2,1,2,161.4,1,0.8429311069258323
CAR004798,1,11,2,1,2,131.99,1,0.8429311069258323
CAR004120,1,11,2,1,2,146.42,1,0.8429311069258323
CAR004990,1,11,2,1,2,136.24,1,0.8429311069258323
CAR000017,1,11,2,1,2,126.58,1,0.8429311069258323
CAR000081,1,11,2,1,2,131.06,1,0.8429311069258323
CAR001606,1,11,2,1,2,131.8,1,0.8429311069258323
CAR003219,1,11,2,1,2,174.56,1,0.8429311069258323
CAR002740,1,11,2,1,2,107.91,0,0.8429311069258323
CAR004589,1,11,2,1,2,128.63,1,0.8429311069258323
CAR003754,1,11,0,3,2,125.8,1,0.8400128302379224
CAR003581,1,11,0,3,2,131.22,1,0.8400128302379224
CAR004055,1,11,0,3,2,121.07,1,0.8400128302379224
CAR001119,1,11,0,3,2,145.66,1,0.8400128302379224
CAR004816,1,11,0,3,2,167.43,1,0.8400128302379224
CAR000389,1,11,0,3,2,104.41,0,0.8400128302379224
CAR004918,1,11,0,3,2,125.6,1,0.8400128302379224
CAR003896,1,11,0,3,2,160.88,1,0.8400128302379224
CAR004540,1,11,0,3,2,129.35999999999999,1,0.8400128302379224
CAR002872,1,11,0,3,2,149.38,1,0.8400128302379224
CAR003502,1,11,0,3,2,136.91,1,0.8400128302379224
CAR001036,1,11,0,3,2,161.64999999999998,1,0.8400128302379224
CAR004264,1,11,0,3,2,130.47,1,0.8400128302379224
CAR000082,1,11,0,3,2,188.70999999999998,1,0.8400128302379224
CAR004205,1,11,0,3,2,158.67000000000002,1,0.8400128302379224
CAR000046,1,11,0,3,2,151.3,1,0.8400128302379224
CAR000818,1,11,0,3,2,135.95,1,0.8400128302379224
CAR004493,1,11,3,2,2,154.76,1,0.8364537630812174
CAR000546,1,11,3,2,2,172.95,1,0.8364537630812174
CAR004668,1,11,3,2,2,178.45999999999998,1,0.8364537630812174
CAR001465,1,11,3,2,2,130.35,1,0.8364537630812174
CAR004502,1,11,3,2,2,146.62,1,0.8364537630812174
CAR004034,1,11,3,2,2,145.54,1,0.8364537630812174
CAR003729,1,11,3,2,2,147.54999999999998,1,0.8364537630812174
CAR001274,1,11,3,2,2,172.39000000000001,1,0.8364537630812174
CAR000665,1,11,3,2,2,161.41,1,0.8364537630812174
CAR001489,1,11,3,2,2,114.85,0,0.8364537630812174
CAR001361,1,11,3,2,2,155.64,1,0.8364537630812174
CAR000844,1,11,3,2,2,181.2,1,0.8364537630812174
CAR002050,1,11,3,2,2,175.17999999999998,1,0.8364537630812174
CAR004452,1,11,3,2,2,194.3,1,0.8364537630812174
CAR000107,1,11,3,2,2,181.23,1,0.8364537630812174
CAR002965,0,9,2,2,2,167.6,1,0.8273811914293715
CAR001472,0,9,2,2,2,150.14,1,0.8273811914293715
CAR001573,0,9,2,2,2,132.95,1,0.8273811914293715
CAR002541,0,9,2,2,2,150.71,1,0.8273811914293715
CAR002810,0,9,2,2,2,126.92,1,0.8273811914293715
CAR004839,0,9,2,2,2,139.93,1,0.8273811914293715
CAR002963,0,9,2,2,2,136.63,1,0.8273811914293715
CAR002525,0,9,2,2,2,169.01,1,0.8273811914293715
CAR004024,0,9,2,2,2,155.49,1,0.8273811914293715
CAR000027,0,9,2,2,2,107.3,0,0.8273811914293715
CAR001499,0,9,2,2,2,162.15,1,0.8273811914293715
CAR001673,0,9,2,2,2,179.98999999999998,1,0.8273811914293715
CAR004970,0,9,2,2,2,167.2,1,0.8273811914293715
CAR002954,0,9,2,2,2,129.83,1,0.8273811914293715
CAR000074,0,9,2,2,2,159.3,1,0.8273811914293715
CAR001387,0,9,2,2,2,158.54,1,0.8273811914293715
CAR002884,0,9,2,2,2,121.57000000000001,1,0.8273811914293715
CAR004891,0,9,2,2,2,104.7,0,0.8273811914293715
CAR002516,0,9,2,2,2,142.66,1,0.8273811914293715
CAR001355,0,9,2,2,2,119.58,0,0.8273811914293715
CAR001351,0,9,2,2,2,148.89,1,0.8273811914293715
CAR004875,0,9,2,2,2,176.15,1,0.8273811914293715
CAR000167,0,9,2,2,2,130.97,1,0.8273811914293715
CAR002849,0,9,2,2,2,125.58,1,0.8273811914293715
CAR004936,0,9,2,2,2,151.51,1,0.8273811914293715
CAR003877,0,9,2,2,2,155.04,1,0.8273811914293715
CAR003812,0,9,2,2,2,138.2,1,0.8273811914293715
CAR003973,0,9,2,2,2,159.82,1,0.8273811914293715
CAR001615,0,9,2,2,2,135.53,1,0.8273811914293715
CAR004872,0,9,2,2,2,159.29999999999998,1,0.8273811914293715
CAR001416,0,9,2,2,2,131.07,1,0.8273811914293715
CAR003912,0,9,2,2,2,135.06,1,0.8273811914293715
CAR004967,0,9,2,2,2,153.57,1,0.8273811914293715
CAR000051,0,9,2,2,2,143.57999999999998,1,0.8273811914293715
CAR003740,0,9,2,2,2,150.21,1,0.8273811914293715
CAR002517,0,9,2,2,2,146.18,1,0.8273811914293715
CAR001202,0,9,2,2,2,149.21,1,0.8273811914293715
CAR003698,0,9,2,2,2,132.62,1,0.8273811914293715
CAR004230,0,9,2,2,2,131.96,1,0.8273811914293715
CAR001948,0,9,2,2,2,167.09,1,0.8273811914293715
CAR001007,0,9,2,2,2,148.01,1,0.8273811914293715
CAR003209,0,9,2,2,2,134.83,1,0.8273811914293715
CAR001019,0,9,2,2,2,158.51,1,0.8273811914293715
CAR003501,0,9,2,2,2,145.89,1,0.8273811914293715
CAR003199,0,9,2,2,2,137.91,1,0.8273811914293715
CAR001066,0,9,2,2,2,134.62,1,0.8273811914293715
CAR003238,0,9,2,2,2,124.24,1,0.8273811914293715
CAR004654,0,9,2,2,2,149.69,1,0.8273811914293715
CAR002301,0,9,2,2,2,128.42,1,0.8273811914293715
CAR003561,0,9,2,2,2,153.69,1,0.8273811914293715
CAR003565,0,9,2,2,2,140.84,1,0.8273811914293715
CAR000220,0,9,2,2,2,138.87,1,0.8273811914293715
CAR004678,0,9,2,2,2,135.24,1,0.8273811914293715
CAR001959,0,9,2,2,2,145.23,1,0.8273811914293715
CAR004318,0,9,2,2,2,156.59,1,0.8273811914293715
CAR003137,0,9,2,2,2,132.01,1,0.8273811914293715
CAR000836,0,9,2,2,2,156.9,1,0.8273811914293715
CAR003387,0,9,2,2,2,169.84,1,0.8273811914293715
CAR004397,0,9,2,2,2,132.97,1,0.8273811914293715
CAR002040,0,9,2,2,2,155.17,1,0.8273811914293715
CAR003346,0,9,2,2,2,135.62,1,0.8273811914293715
CAR004376,0,9,2,2,2,169.76,1,0.8273811914293715
CAR003443,0,9,2,2,2,153.01999999999998,1,0.8273811914293715
CAR000839,0,9,2,2,2,121.95,1,0.8273811914293715
CAR004331,0,9,2,2,2,114.31,0,0.8273811914293715
CAR004541,0,9,2,2,2,137.78,1,0.8273811914293715
CAR000845,0,9,2,2,2,137.29,1,0.8273811914293715
CAR000637,0,9,2,2,2,156.16,1,0.8273811914293715
CAR004373,0,9,2,2,2,173.42,1,0.8273811914293715
CAR004362,0,9,2,2,2,150.82,1,0.8273811914293715
CAR000607,0,9,2,2,2,126.37,1,0.8273811914293715
CAR000435,0,9,2,2,2,148.22,1,0.8273811914293715
CAR000447,0,9,2,2,2,118.77,0,0.8273811914293715
CAR001191,0,9,2,2,2,117.03,0,0.8273811914293715
CAR000360,0,9,2,2,2,159.16,1,0.8273811914293715
CAR003679,0,9,2,2,2,169.78,1,0.8273811914293715
CAR003670,0,9,2,2,2,137.10999999999999,1,0.8273811914293715
CAR002472,0,9,2,2,2,138.1,1,0.8273811914293715
CAR003004,0,9,2,2,2,143.45,1,0.8273811914293715
CAR001244,0,9,2,2,2,151.53,1,0.8273811914293715
CAR003026,0,9,2,2,2,157.93,1,0.8273811914293715
CAR001719,0,9,2,2,2,112.03,0,0.8273811914293715
CAR000274,0,9,2,2,2,131.39000000000001,1,0.8273811914293715
CAR000315,0,9,2,2,2,141.53,1,0.8273811914293715
CAR000763,0,9,2,2,2,140.6,1,0.8273811914293715
CAR001177,0,9,2,2,2,157.95000000000002,1,0.8273811914293715
CAR001788,0,9,2,2,2,135.11,1,0.8273811914293715
CAR002767,0,9,2,2,2,153.45,1,0.8273811914293715
CAR000413,0,9,2,2,2,126.65,1,0.8273811914293715
CAR004706,0,9,2,2,2,163.92,1,0.8273811914293715
CAR001158,0,9,2,2,2,157.44,1,0.8273811914293715
CAR004137,0,9,2,2,2,149.07,1,0.8273811914293715
CAR004727,0,9,2,2,2,139.96,1,0.8273811914293715
CAR001174,0,9,2,2,2,166.82999999999998,1,0.8273811914293715
CAR004404,0,9,1,2,2,151.53,1,0.81895662192837
CAR003357,0,9,1,2,2,143.4,1,0.81895662192837
CAR003804,0,9,1,2,2,120.7,1,0.81895662192837
CAR004386,0,9,1,2,2,130.63,1,0.81895662192837
CAR003593,0,9,1,2,2,122.25,1,0.81895662192837
CAR003707,0,9,1,2,2,148.94,1,0.81895662192837
CAR003335,0,9,1,2,2,131.89000000000001,1,0.81895662192837
CAR002981,0,9,1,2,2,145.63,1,0.81895662192837
CAR004896,0,9,1,2,2,173.96,1,0.81895662192837
CAR003120,0,9,1,2,2,129.41,1,0.81895662192837
CAR004793,0,9,1,2,2,128.27,1,0.81895662192837
CAR004241,0,9,1,2,2,160.09,1,0.81895662192837
CAR003879,0,9,1,2,2,132.68,1,0.81895662192837
CAR004049,0,9,1,2,2,154.87,1,0.81895662192837
CAR003552,0,9,1,2,2,132.32,1,0.81895662192837
CAR004777,0,9,1,2,2,169.08,1,0.81895662192837
CAR004570,0,9,1,2,2,137.99,1,0.81895662192837
CAR002957,0,9,1,2,2,141.27,1,0.81895662192837
CAR003631,0,9,1,2,2,150.66,1,0.81895662192837
CAR003785,0,9,1,2,2,145.52,1,0.81895662192837
CAR004689,0,9,1,2,2,159.22,1,0.81895662192837
CAR004296,0,9,1,2,2,144.6,1,0.81895662192837
CAR004603,0,9,1,2,2,167.93,1,0.81895662192837
CAR003042,0,9,1,2,2,150.92,1,0.81895662192837
CAR004871,0,9,1,2,2,149.42,1,0.81895662192837
CAR004077,0,9,1,2,2,99.52,0,0.81895662192837
CAR003052,0,9,1,2,2,150.89,1,0.81895662192837
CAR004630,0,9,1,2,2,143.27,1,0.81895662192837
CAR004176,0,9,1,2,2,146.19,1,0.81895662192837
CAR002479,0,9,1,2,2,142.33,1,0.81895662192837
CAR002404,0,9,1,2,2,137.4,1,0.81895662192837
CAR001925,0,9,1,2,2,134.85999999999999,1,0.81895662192837
CAR002222,0,9,1,2,2,121.96,1,0.81895662192837
CAR001075,0,9,1,2,2,154.03,1,0.81895662192837
CAR001339,0,9,1,2,2,110.97,0,0.81895662192837
CAR002636,0,9,1,2,2,148.35,1,0.81895662192837
CAR002382,0,9,1,2,2,156.48,1,0.81895662192837
CAR001182,0,9,1,2,2,139.56,1,0.81895662192837
