case_id,activity,timestamp,resource,shift,model_type,supplier_id,priority,duration_h
CAR001175,Parts Allocated,2023-10-22 03:16:53.817812,Station_1,Morning,Coupe,S104,High,40.81
CAR001175,Body Shop,2023-10-23 20:05:33.336143,Station_4,Night,Coupe,S104,High,17.7
CAR001175,Assembly,2023-10-24 13:47:18.865482,Station_5,Afternoon,Coupe,S104,High,43.97
CAR001175,Paint Shop,2023-10-26 09:45:16.637579,Station_5,Morning,Coupe,S104,High,12.54
CAR001175,Quality Check,2023-10-26 22:17:38.100257,Station_3,Night,Coupe,S104,High,4.06
CAR001175,Delivery Prep,2023-10-27 02:21:21.189539,Station_4,Afternoon,Coupe,S104,High,6.79
CAR001175,Vehicle Delivered,2023-10-27 09:08:35.290325,Station_1,Afternoon,Coupe,S104,High,4.58
CAR001176,Order Created,2023-12-28 01:17:57.977176,Station_4,Night,Electric,S103,Low,2.22
CAR001176,Configuration Confirmed,2023-12-28 03:31:09.693190,Station_5,Night,Electric,S103,Low,8.26
CAR001176,Parts Allocated,2023-12-28 11:46:37.174015,Station_2,Afternoon,Electric,S103,Low,48.51
CAR001176,Body Shop,2023-12-30 12:17:28.444949,Station_1,Morning,Electric,S103,Low,19.84
CAR001176,Assembly,2023-12-31 08:08:06.778492,Station_2,Night,Electric,S103,Low,29.95
CAR001176,Paint Shop,2024-01-01 14:05:24.320483,Station_2,Night,Electric,S103,Low,15.86
CAR001176,Quality Check,2024-01-02 05:57:07.476526,Station_2,Morning,Electric,S103,Low,9.15
CAR001176,Delivery Prep,2024-01-02 15:06:10.967301,Station_2,Morning,Electric,S103,Low,3.8
CAR001176,Vehicle Delivered,2024-01-02 18:53:58.820879,Station_2,Night,Electric,S103,Low,4.2
CAR001177,Order Created,2023-09-09 03:58:49.034628,Station_1,Night,SUV,S103,Low,2.21
CAR001177,Configuration Confirmed,2023-09-09 06:11:10.755313,Station_2,Morning,SUV,S103,Low,11.75
CAR001177,Parts Allocated,2023-09-09 17:56:26.162642,Station_4,Night,SUV,S103,Low,43.71
CAR001177,Body Shop,2023-09-11 13:39:02.174110,Station_3,Afternoon,SUV,S103,Low,14.26
CAR001177,Assembly,2023-09-12 03:54:30.578662,Station_2,Night,SUV,S103,Low,33.56
CAR001177,Paint Shop,2023-09-13 13:28:22.776451,Station_4,Night,SUV,S103,Low,32.13
CAR001177,Quality Check,2023-09-14 21:36:21.753402,Station_2,Morning,SUV,S103,Low,8.02
CAR001177,Delivery Prep,2023-09-15 05:37:20.770901,Station_2,Night,SUV,S103,Low,7.03
CAR001177,Vehicle Delivered,2023-09-15 12:39:22.844637,Station_4,Afternoon,SUV,S103,Low,5.28
CAR001178,Order Created,2023-06-20 22:03:46.474961,Station_1,Morning,Sedan,S103,High,3.27
CAR001178,Configuration Confirmed,2023-06-21 01:20:15.051239,Station_3,Night,Sedan,S103,High,1.25
CAR001178,Parts Allocated,2023-06-21 02:35:00.436194,Station_5,Night,Sedan,S103,High,40.7
CAR001178,Body Shop,2023-06-22 19:17:14.328510,Station_3,Afternoon,Sedan,S103,High,9.34
CAR001178,Assembly,2023-06-23 04:37:26.924368,Station_4,Morning,Sedan,S103,High,25.35
CAR001178,Paint Shop,2023-06-24 05:58:19.073672,Station_2,Afternoon,Sedan,S103,High,15.85
CAR001178,Quality Check,2023-06-24 21:49:26.694636,Station_1,Night,Sedan,S103,High,10.85
CAR001178,Delivery Prep,2023-06-25 08:40:42.718084,Station_2,Afternoon,Sedan,S103,High,4.28
CAR001178,Vehicle Delivered,2023-06-25 12:57:16.518793,Station_1,Afternoon,Sedan,S103,High,5.0
CAR001179,Order Created,2023-03-05 19:03:03.361831,Station_5,Night,Electric,S103,Low,4.2
CAR001179,Configuration Confirmed,2023-03-05 23:14:52.798480,Station_5,Night,Electric,S103,Low,8.77
CAR001179,Parts Allocated,2023-03-06 08:01:07.401195,Station_1,Night,Electric,S103,Low,46.73
CAR001179,Body Shop,2023-03-08 06:44:43.114632,Station_4,Night,Electric,S103,Low,15.49
CAR001179,Assembly,2023-03-08 22:13:55.863187,Station_5,Afternoon,Electric,S103,Low,39.94
CAR001179,Paint Shop,2023-03-10 14:10:36.179019,Station_4,Night,Electric,S103,Low,20.96
CAR001179,Quality Check,2023-03-11 11:08:20.049248,Station_4,Morning,Electric,S103,Low,9.66
CAR001179,Delivery Prep,2023-03-11 20:48:05.919092,Station_3,Afternoon,Electric,S103,Low,6.33
CAR001179,Vehicle Delivered,2023-03-12 03:07:38.549997,Station_5,Night,Electric,S103,Low,5.17
CAR001180,Order Created,2023-01-06 20:26:36.013819,Station_5,Afternoon,Coupe,S101,High,1.38
CAR001180,Configuration Confirmed,2023-01-06 21:49:10.906365,Station_1,Afternoon,Coupe,S101,High,11.7
CAR001180,Parts Allocated,2023-01-07 09:31:09.405385,Station_3,Afternoon,Coupe,S101,High,15.88
CAR001180,Body Shop,2023-01-08 01:23:46.705026,Station_1,Afternoon,Coupe,S101,High,11.73
CAR001180,Assembly,2023-01-08 13:07:29.492246,Station_5,Night,Coupe,S101,High,43.91
CAR001180,Paint Shop,2023-01-10 09:02:18.016905,Station_4,Morning,Coupe,S101,High,16.26
CAR001180,Quality Check,2023-01-11 01:17:37.563817,Station_2,Morning,Coupe,S101,High,11.8
CAR001180,Rework,2023-01-11 13:05:21.474898,Station_1,Morning,Coupe,S101,High,10.22
CAR001180,Quality Check,2023-01-11 23:18:28.945183,Station_4,Night,Coupe,S101,High,3.34
CAR001180,Delivery Prep,2023-01-12 02:38:53.583672,Station_5,Afternoon,Coupe,S101,High,7.99
CAR001180,Vehicle Delivered,2023-01-12 10:38:31.294858,Station_1,Morning,Coupe,S101,High,4.89
CAR001181,Order Created,2023-04-05 19:17:12.552578,Station_1,Afternoon,Sedan,S102,Low,2.88
CAR001181,Configuration Confirmed,2023-04-05 22:09:47.488861,Station_3,Afternoon,Sedan,S102,Low,4.23
CAR001181,Parts Allocated,2023-04-06 02:23:19.504197,Station_1,Morning,Sedan,S102,Low,25.09
CAR001181,Body Shop,2023-04-07 03:28:55.932664,Station_5,Night,Sedan,S102,Low,20.99
CAR001181,Assembly,2023-04-08 00:28:17.767035,Station_2,Night,Sedan,S102,Low,43.73
CAR001181,Paint Shop,2023-04-09 20:11:53.718465,Station_4,Morning,Sedan,S102,Low,16.17
CAR001181,Quality Check,2023-04-10 12:22:14.747155,Station_3,Night,Sedan,S102,Low,10.68
CAR001181,Delivery Prep,2023-04-10 23:03:19.911836,Station_5,Night,Sedan,S102,Low,4.11
CAR001181,Vehicle Delivered,2023-04-11 03:10:00.639415,Station_4,Night,Sedan,S102,Low,5.23
CAR001182,Order Created,2023-05-02 08:32:49.300264,Station_2,Night,Electric,S103,Normal,2.53
CAR001182,Configuration Confirmed,2023-05-02 11:04:47.721428,Station_3,Afternoon,Electric,S103,Normal,8.82
CAR001182,Parts Allocated,2023-05-02 19:54:15.516150,Station_3,Morning,Electric,S103,Normal,20.54
CAR001182,Body Shop,2023-05-03 16:26:48.947342,Station_3,Morning,Electric,S103,Normal,22.01
CAR001182,Assembly,2023-05-04 14:27:39.640111,Station_4,Afternoon,Electric,S103,Normal,45.44
CAR001182,Paint Shop,2023-05-06 11:54:17.762726,Station_2,Afternoon,Electric,S103,Normal,24.09
CAR001182,Quality Check,2023-05-07 11:59:51.633250,Station_4,Night,Electric,S103,Normal,6.15
CAR001182,Delivery Prep,2023-05-07 18:08:53.837041,Station_4,Night,Electric,S103,Normal,6.26
CAR001182,Vehicle Delivered,2023-05-08 00:24:24.581954,Station_2,Night,Electric,S103,Normal,3.72
CAR001183,Order Created,2023-10-02 15:41:35.504808,Station_3,Afternoon,SUV,S102,Low,1.36
CAR001183,Configuration Confirmed,2023-10-02 17:03:23.227765,Station_2,Afternoon,SUV,S102,Low,2.81
CAR001183,Parts Allocated,2023-10-02 19:51:45.015658,Station_4,Night,SUV,S102,Low,7.71
CAR001183,Body Shop,2023-10-03 03:34:30.354646,Station_1,Night,SUV,S102,Low,13.44
CAR001183,Assembly,2023-10-03 17:00:50.576414,Station_3,Night,SUV,S102,Low,41.76
CAR001183,Paint Shop,2023-10-05 10:46:31.398634,Station_5,Night,SUV,S102,Low,17.86
CAR001183,Quality Check,2023-10-06 04:37:50.246554,Station_2,Morning,SUV,S102,Low,7.19
CAR001183,Delivery Prep,2023-10-06 11:49:24.308267,Station_3,Afternoon,SUV,S102,Low,12.26
CAR001183,Vehicle Delivered,2023-10-07 00:05:17.056553,Station_1,Afternoon,SUV,S102,Low,2.92
CAR001184,Order Created,2023-01-02 03:08:19.681530,Station_3,Afternoon,Coupe,S104,Normal,3.98
CAR001184,Configuration Confirmed,2023-01-02 07:07:02.596553,Station_3,Afternoon,Coupe,S104,Normal,6.86
CAR001184,Parts Allocated,2023-01-02 13:58:56.482032,Station_3,Morning,Coupe,S104,Normal,24.71
CAR001184,Body Shop,2023-01-03 14:41:45.410095,Station_2,Afternoon,Coupe,S104,Normal,6.92
CAR001184,Assembly,2023-01-03 21:36:55.238450,Station_3,Night,Coupe,S104,Normal,24.19
CAR001184,Paint Shop,2023-01-04 21:48:25.923237,Station_5,Afternoon,Coupe,S104,Normal,14.71
CAR001184,Quality Check,2023-01-05 12:31:17.402971,Station_2,Night,Coupe,S104,Normal,8.61
CAR001184,Delivery Prep,2023-01-05 21:07:56.350116,Station_1,Morning,Coupe,S104,Normal,5.52
CAR001184,Vehicle Delivered,2023-01-06 02:38:55.529102,Station_3,Night,Coupe,S104,Normal,3.27
CAR001185,Order Created,2023-02-23 16:46:06.359240,Station_5,Morning,Electric,S102,High,1.21
CAR001185,Configuration Confirmed,2023-02-23 17:58:29.856191,Station_3,Night,Electric,S102,High,8.64
CAR001185,Parts Allocated,2023-02-24 02:37:10.973692,Station_5,Morning,Electric,S102,High,48.31
CAR001185,Body Shop,2023-02-26 02:56:02.639907,Station_5,Afternoon,Electric,S102,High,21.59
CAR001185,Assembly,2023-02-27 00:31:21.152970,Station_5,Afternoon,Electric,S102,High,35.29
CAR001185,Paint Shop,2023-02-28 11:48:33.690921,Station_3,Afternoon,Electric,S102,High,26.69
CAR001185,Quality Check,2023-03-01 14:29:50.789315,Station_2,Night,Electric,S102,High,4.12
CAR001185,Delivery Prep,2023-03-01 18:37:16.179037,Station_3,Morning,Electric,S102,High,4.88
CAR001185,Vehicle Delivered,2023-03-01 23:30:12.931550,Station_5,Night,Electric,S102,High,4.6
CAR001186,Order Created,2023-04-12 03:10:42.738249,Station_1,Night,Coupe,S104,Low,3.4
CAR001186,Configuration Confirmed,2023-04-12 06:35:00.034636,Station_5,Morning,Coupe,S104,Low,4.5
CAR001186,Parts Allocated,2023-04-12 11:04:45.373364,Station_3,Morning,Coupe,S104,Low,32.27
CAR001186,Body Shop,2023-04-13 19:20:49.462581,Station_3,Morning,Coupe,S104,Low,18.08
CAR001186,Assembly,2023-04-14 13:25:52.045165,Station_1,Morning,Coupe,S104,Low,33.72
CAR001186,Paint Shop,2023-04-15 23:09:08.886582,Station_3,Afternoon,Coupe,S104,Low,16.49
CAR001186,Quality Check,2023-04-16 15:38:39.120262,Station_2,Night,Coupe,S104,Low,0.5
CAR001186,Delivery Prep,2023-04-16 16:08:39.120262,Station_1,Morning,Coupe,S104,Low,4.77
CAR001186,Vehicle Delivered,2023-04-16 20:54:40.288301,Station_4,Morning,Coupe,S104,Low,3.1
CAR001187,Order Created,2023-10-26 02:03:40.615296,Station_5,Afternoon,Coupe,S101,Normal,1.28
CAR001187,Configuration Confirmed,2023-10-26 03:20:27.607353,Station_1,Night,Coupe,S101,Normal,8.39
CAR001187,Parts Allocated,2023-10-26 11:43:55.539201,Station_4,Morning,Coupe,S101,Normal,30.9
CAR001187,Body Shop,2023-10-27 18:37:57.198372,Station_1,Night,Coupe,S101,Normal,21.01
CAR001187,Assembly,2023-10-28 15:38:38.149781,Station_4,Morning,Coupe,S101,Normal,46.52
CAR001187,Paint Shop,2023-10-30 14:10:02.582340,Station_5,Afternoon,Coupe,S101,Normal,3.11
CAR001187,Quality Check,2023-10-30 17:16:21.075659,Station_4,Morning,Coupe,S101,Normal,7.81
CAR001187,Delivery Prep,2023-10-31 01:05:02.811065,Station_2,Night,Coupe,S101,Normal,8.55
CAR001187,Vehicle Delivered,2023-10-31 09:37:53.095520,Station_1,Morning,Coupe,S101,Normal,3.01
CAR001188,Order Created,2023-11-13 04:00:21.099694,Station_2,Afternoon,Coupe,S104,Normal,3.47
CAR001188,Configuration Confirmed,2023-11-13 07:28:32.911616,Station_5,Afternoon,Coupe,S104,Normal,11.19
CAR001188,Parts Allocated,2023-11-13 18:39:53.824443,Station_3,Morning,Coupe,S104,Normal,17.06
CAR001188,Body Shop,2023-11-14 11:43:40.295983,Station_1,Night,Coupe,S104,Normal,32.72
CAR001188,Assembly,2023-11-15 20:26:54.384145,Station_3,Morning,Coupe,S104,Normal,33.29
CAR001188,Paint Shop,2023-11-17 05:44:29.265281,Station_5,Night,Coupe,S104,Normal,14.78
CAR001188,Quality Check,2023-11-17 20:31:17.016453,Station_4,Night,Coupe,S104,Normal,17.25
CAR001188,Delivery Prep,2023-11-18 13:46:22.929522,Station_4,Afternoon,Coupe,S104,Normal,5.76
CAR001188,Vehicle Delivered,2023-11-18 19:32:07.576668,Station_5,Morning,Coupe,S104,Normal,5.38
CAR001189,Order Created,2023-09-10 15:23:59.403047,Station_1,Night,Coupe,S103,High,2.84
CAR001189,Configuration Confirmed,2023-09-10 18:14:11.520032,Station_3,Afternoon,Coupe,S103,High,9.24
CAR001189,Parts Allocated,2023-09-11 03:28:17.527177,Station_3,Morning,Coupe,S103,High,52.65
CAR001189,Body Shop,2023-09-13 08:07:02.904755,Station_3,Morning,Coupe,S103,High,10.9
CAR001189,Assembly,2023-09-13 19:01:11.156931,Station_4,Afternoon,Coupe,S103,High,20.16
CAR001189,Paint Shop,2023-09-14 15:10:52.301602,Station_2,Afternoon,Coupe,S103,High,30.27
CAR001189,Quality Check,2023-09-15 21:26:46.632577,Station_2,Afternoon,Coupe,S103,High,7.22
CAR001189,Delivery Prep,2023-09-16 04:40:01.752062,Station_5,Morning,Coupe,S103,High,3.65
CAR001189,Vehicle Delivered,2023-09-16 08:18:45.864619,Station_4,Night,Coupe,S103,High,5.18
CAR001190,Order Created,2023-12-08 02:55:10.587382,Station_2,Night,Electric,S104,Low,2.84
CAR001190,Configuration Confirmed,2023-12-08 05:45:30.839318,Station_1,Night,Electric,S104,Low,10.39
CAR001190,Parts Allocated,2023-12-08 16:09:05.242190,Station_5,Night,Electric,S104,Low,25.76
CAR001190,Body Shop,2023-12-09 17:54:52.092422,Station_4,Afternoon,Electric,S104,Low,16.68
CAR001190,Assembly,2023-12-10 10:35:51.246146,Station_4,Night,Electric,S104,Low,28.35
CAR001190,Paint Shop,2023-12-11 14:57:08.993779,Station_3,Morning,Electric,S104,Low,14.43
CAR001190,Quality Check,2023-12-12 05:22:54.128303,Station_2,Afternoon,Electric,S104,Low,10.91
CAR001190,Delivery Prep,2023-12-12 16:17:18.053934,Station_2,Morning,Electric,S104,Low,4.12
CAR001190,Vehicle Delivered,2023-12-12 20:24:45.918239,Station_5,Afternoon,Electric,S104,Low,6.0
CAR001191,Order Created,2023-08-30 08:21:10.574772,Station_2,Night,SUV,S103,Low,2.43
CAR001191,Configuration Confirmed,2023-08-30 10:47:06.110014,Station_4,Afternoon,SUV,S103,Low,3.99
CAR001191,Parts Allocated,2023-08-30 14:46:25.084947,Station_4,Morning,SUV,S103,Low,14.3
CAR001191,Body Shop,2023-08-31 05:04:35.217580,Station_3,Afternoon,SUV,S103,Low,19.1
CAR001191,Assembly,2023-09-01 00:10:18.717257,Station_1,Night,SUV,S103,Low,42.48
CAR001191,Paint Shop,2023-09-02 18:39:20.721189,Station_2,Night,SUV,S103,Low,15.2
CAR001191,Quality Check,2023-09-03 09:51:29.327170,Station_3,Afternoon,SUV,S103,Low,14.12
CAR001191,Delivery Prep,2023-09-03 23:58:42.687447,Station_3,Morning,SUV,S103,Low,3.76
CAR001191,Vehicle Delivered,2023-09-04 03:44:26.772945,Station_3,Night,SUV,S103,Low,1.65
CAR001192,Order Created,2023-05-12 02:25:39.395213,Station_3,Afternoon,Coupe,S103,High,1.51
CAR001192,Configuration Confirmed,2023-05-12 03:56:18.694635,Station_3,Afternoon,Coupe,S103,High,6.84
CAR001192,Parts Allocated,2023-05-12 10:46:57.143858,Station_4,Afternoon,Coupe,S103,High,66.36
CAR001192,Body Shop,2023-05-15 05:08:29.959135,Station_4,Night,Coupe,S103,High,6.29
CAR001192,Assembly,2023-05-15 11:26:01.674327,Station_4,Morning,Coupe,S103,High,19.58
CAR001192,Paint Shop,2023-05-16 07:00:50.748349,Station_1,Afternoon,Coupe,S103,High,27.57
CAR001192,Quality Check,2023-05-17 10:34:44.888386,Station_1,Afternoon,Coupe,S103,High,9.93
CAR001192,Delivery Prep,2023-05-17 20:30:22.271397,Station_4,Morning,Coupe,S103,High,4.29
CAR001192,Vehicle Delivered,2023-05-18 00:47:40.250983,Station_2,Morning,Coupe,S103,High,3.93
CAR001193,Order Created,2023-12-11 12:26:38.253821,Station_5,Night,Sedan,S102,High,0.5
CAR001193,Configuration Confirmed,2023-12-11 12:56:38.253821,Station_5,Night,Sedan,S102,High,8.68
CAR001193,Parts Allocated,2023-12-11 21:37:41.986289,Station_3,Afternoon,Sedan,S102,High,31.0
CAR001193,Body Shop,2023-12-13 04:37:55.338189,Station_3,Afternoon,Sedan,S102,High,20.4
CAR001193,Assembly,2023-12-14 01:01:54.356833,Station_1,Night,Sedan,S102,High,38.51
CAR001193,Paint Shop,2023-12-15 15:32:30.638305,Station_3,Afternoon,Sedan,S102,High,25.11
CAR001193,Quality Check,2023-12-16 16:39:21.229020,Station_4,Night,Sedan,S102,High,2.74
CAR001193,Delivery Prep,2023-12-16 19:23:39.214520,Station_4,Night,Sedan,S102,High,9.46
CAR001193,Vehicle Delivered,2023-12-17 04:51:01.273870,Station_2,Morning,Sedan,S102,High,3.89
CAR001194,Order Created,2023-06-07 00:57:17.746846,Station_4,Afternoon,Sedan,S101,Normal,2.62
CAR001194,Configuration Confirmed,2023-06-07 03:34:26.112031,Station_2,Afternoon,Sedan,S101,Normal,5.23
CAR001194,Parts Allocated,2023-06-07 08:48:01.681426,Station_1,Night,Sedan,S101,Normal,27.92
CAR001194,Body Shop,2023-06-08 12:43:12.749719,Station_1,Afternoon,Sedan,S101,Normal,18.53
CAR001194,Assembly,2023-06-09 07:15:14.321102,Station_2,Night,Sedan,S101,Normal,34.82
CAR001194,Paint Shop,2023-06-10 18:04:41.803094,Station_4,Morning,Sedan,S101,Normal,28.18
CAR001194,Quality Check,2023-06-11 22:15:36.203153,Station_2,Morning,Sedan,S101,Normal,11.41
CAR001194,Delivery Prep,2023-06-12 09:39:58.496301,Station_2,Morning,Sedan,S101,Normal,7.22
CAR001194,Vehicle Delivered,2023-06-12 16:53:04.445506,Station_1,Morning,Sedan,S101,Normal,3.79
CAR001195,Order Created,2023-06-17 16:08:15.943028,Station_1,Afternoon,SUV,S102,Low,1.77
CAR001195,Configuration Confirmed,2023-06-17 17:54:41.219445,Station_4,Afternoon,SUV,S102,Low,10.03
CAR001195,Parts Allocated,2023-06-18 03:56:15.569382,Station_1,Morning,SUV,S102,Low,29.47
CAR001195,Body Shop,2023-06-19 09:24:45.391062,Station_3,Night,SUV,S102,Low,21.46
CAR001195,Assembly,2023-06-20 06:52:25.328638,Station_1,Night,SUV,S102,Low,43.49
CAR001195,Paint Shop,2023-06-22 02:21:35.665195,Station_4,Afternoon,SUV,S102,Low,20.69
CAR001195,Quality Check,2023-06-22 23:03:07.144591,Station_2,Morning,SUV,S102,Low,12.32
CAR001195,Delivery Prep,2023-06-23 11:22:15.800030,Station_2,Morning,SUV,S102,Low,10.28
CAR001195,Vehicle Delivered,2023-06-23 21:38:50.620793,Station_4,Night,SUV,S102,Low,5.05
CAR001196,Order Created,2023-08-18 06:32:12.652264,Station_3,Night,Electric,S104,High,2.89
CAR001196,Configuration Confirmed,2023-08-18 09:25:31.186800,Station_3,Night,Electric,S104,High,5.38
CAR001196,Parts Allocated,2023-08-18 14:48:25.650743,Station_3,Afternoon,Electric,S104,High,25.97
CAR001196,Body Shop,2023-08-19 16:46:30.601668,Station_3,Afternoon,Electric,S104,High,15.62
CAR001196,Assembly,2023-08-20 08:23:36.458886,Station_5,Afternoon,Electric,S104,High,38.16
CAR001196,Paint Shop,2023-08-21 22:32:56.802981,Station_3,Afternoon,Electric,S104,High,22.61
CAR001196,Quality Check,2023-08-22 21:09:50.024151,Station_5,Afternoon,Electric,S104,High,11.59
CAR001196,Rework,2023-08-23 08:45:10.818041,Station_1,Morning,Electric,S104,High,12.28
CAR001196,Quality Check,2023-08-23 21:02:06.630287,Station_4,Afternoon,Electric,S104,High,12.99
CAR001196,Delivery Prep,2023-08-24 10:01:28.556711,Station_4,Morning,Electric,S104,High,7.16
CAR001196,Vehicle Delivered,2023-08-24 17:10:56.152926,Station_3,Night,Electric,S104,High,3.68
CAR001197,Order Created,2023-01-06 18:43:24.444351,Station_1,Night,Sedan,S103,High,0.5
CAR001197,Configuration Confirmed,2023-01-06 19:13:24.444351,Station_1,Night,Sedan,S103,High,2.32
CAR001197,Parts Allocated,2023-01-06 21:32:40.385275,Station_2,Morning,Sedan,S103,High,51.18
CAR001197,Body Shop,2023-01-09 00:43:25.141945,Station_3,Afternoon,Sedan,S103,High,8.9
CAR001197,Assembly,2023-01-09 09:37:32.689060,Station_1,Morning,Sedan,S103,High,32.01
CAR001197,Paint Shop,2023-01-10 17:38:11.536124,Station_2,Night,Sedan,S103,High,12.24
CAR001197,Quality Check,2023-01-11 05:52:38.216372,Station_1,Night,Sedan,S103,High,7.56
CAR001197,Delivery Prep,2023-01-11 13:26:21.008879,Station_3,Afternoon,Sedan,S103,High,9.59
CAR001197,Vehicle Delivered,2023-01-11 23:01:44.855059,Station_1,Morning,Sedan,S103,High,5.09
CAR001198,Order Created,2023-01-29 14:13:31.073254,Station_1,Morning,SUV,S103,Normal,3.62
CAR001198,Configuration Confirmed,2023-01-29 17:50:48.143315,Station_5,Afternoon,SUV,S103,Normal,7.75
CAR001198,Parts Allocated,2023-01-30 01:35:38.497875,Station_4,Night,SUV,S103,Normal,35.97
CAR001198,Body Shop,2023-01-31 13:33:49.780621,Station_2,Afternoon,SUV,S103,Normal,13.8
CAR001198,Assembly,2023-02-01 03:21:44.572104,Station_3,Night,SUV,S103,Normal,41.12
CAR001198,Paint Shop,2023-02-02 20:29:10.556338,Station_2,Morning,SUV,S103,Normal,27.6
CAR001198,Quality Check,2023-02-04 00:05:01.657775,Station_3,Morning,SUV,S103,Normal,6.27
CAR001198,Rework,2023-02-04 06:21:20.917827,Station_2,Morning,SUV,S103,Normal,13.9
CAR001198,Quality Check,2023-02-04 20:15:20.557284,Station_1,Afternoon,SUV,S103,Normal,9.69
CAR001198,Delivery Prep,2023-02-05 05:56:57.869985,Station_5,Afternoon,SUV,S103,Normal,10.31
CAR001198,Vehicle Delivered,2023-02-05 16:15:42.476200,Station_2,Night,SUV,S103,Normal,3.49
CAR001199,Order Created,2023-12-12 11:28:42.708755,Station_4,Morning,Coupe,S102,Low,2.18
CAR001199,Configuration Confirmed,2023-12-12 13:39:40.888172,Station_5,Afternoon,Coupe,S102,Low,16.45
CAR001199,Parts Allocated,2023-12-13 06:06:22.992204,Station_5,Night,Coupe,S102,Low,24.05
CAR001199,Body Shop,2023-12-14 06:09:37.627165,Station_1,Afternoon,Coupe,S102,Low,20.77
CAR001199,Assembly,2023-12-15 02:55:59.908318,Station_3,Night,Coupe,S102,Low,34.1
CAR001199,Paint Shop,2023-12-16 13:02:10.590107,Station_1,Night,Coupe,S102,Low,26.84
CAR001199,Quality Check,2023-12-17 15:52:51.175526,Station_4,Morning,Coupe,S102,Low,6.69
CAR001199,Delivery Prep,2023-12-17 22:33:58.148421,Station_2,Night,Coupe,S102,Low,8.83
CAR001199,Vehicle Delivered,2023-12-18 07:23:34.844881,Station_5,Night,Coupe,S102,Low,4.76
CAR001200,Order Created,2023-03-31 04:54:18.897466,Station_2,Afternoon,Sedan,S102,Low,3.29
CAR001200,Configuration Confirmed,2023-03-31 08:11:28.155180,Station_4,Morning,Sedan,S102,Low,13.34
CAR001200,Parts Allocated,2023-03-31 21:31:46.199977,Station_1,Night,Sedan,S102,Low,33.63
CAR001200,Body Shop,2023-04-02 07:09:38.146920,Station_1,Morning,Sedan,S102,Low,18.58
CAR001200,Assembly,2023-04-03 01:44:30.875113,Station_1,Afternoon,Sedan,S102,Low,44.03
CAR001200,Paint Shop,2023-04-04 21:46:23.902512,Station_2,Night,Sedan,S102,Low,11.79
CAR001200,Quality Check,2023-04-05 09:33:50.759648,Station_4,Morning,Sedan,S102,Low,3.52
CAR001200,Delivery Prep,2023-04-05 13:05:02.372206,Station_4,Morning,Sedan,S102,Low,4.45
CAR001200,Vehicle Delivered,2023-04-05 17:32:00.561221,Station_4,Afternoon,Sedan,S102,Low,3.56
CAR001201,Order Created,2023-12-28 01:36:46.306067,Station_5,Night,Coupe,S101,Normal,0.67
CAR001201,Configuration Confirmed,2023-12-28 02:16:46.221368,Station_2,Morning,Coupe,S101,Normal,11.03
CAR001201,Parts Allocated,2023-12-28 13:18:43.741841,Station_5,Afternoon,Coupe,S101,Normal,0.5
CAR001201,Body Shop,2023-12-28 13:48:43.741841,Station_3,Morning,Coupe,S101,Normal,21.27
CAR001201,Assembly,2023-12-29 11:05:10.379520,Station_2,Morning,Coupe,S101,Normal,27.89
CAR001201,Paint Shop,2023-12-30 14:58:18.048574,Station_5,Morning,Coupe,S101,Normal,12.68
CAR001201,Quality Check,2023-12-31 03:38:57.977668,Station_2,Afternoon,Coupe,S101,Normal,4.56
CAR001201,Delivery Prep,2023-12-31 08:12:18.024224,Station_1,Afternoon,Coupe,S101,Normal,8.73
CAR001201,Vehicle Delivered,2023-12-31 16:56:13.610136,Station_5,Afternoon,Coupe,S101,Normal,2.4
CAR001202,Order Created,2023-11-20 06:03:24.102190,Station_4,Night,SUV,S103,High,1.68
CAR001202,Configuration Confirmed,2023-11-20 07:43:57.922665,Station_4,Morning,SUV,S103,High,2.92
CAR001202,Parts Allocated,2023-11-20 10:39:22.735504,Station_1,Night,SUV,S103,High,39.54
CAR001202,Body Shop,2023-11-22 02:11:32.857656,Station_5,Night,SUV,S103,High,17.65
CAR001202,Assembly,2023-11-22 19:50:50.832419,Station_2,Afternoon,SUV,S103,High,43.58
CAR001202,Paint Shop,2023-11-24 15:25:45.459666,Station_1,Morning,SUV,S103,High,16.99
CAR001202,Quality Check,2023-11-25 08:25:21.083844,Station_3,Night,SUV,S103,High,16.33
CAR001202,Delivery Prep,2023-11-26 00:44:51.124114,Station_5,Afternoon,SUV,S103,High,7.32
CAR001202,Vehicle Delivered,2023-11-26 08:04:14.349340,Station_2,Night,SUV,S103,High,3.2
CAR001203,Order Created,2023-11-22 23:15:47.149173,Station_4,Afternoon,Sedan,S104,Low,1.52
CAR001203,Configuration Confirmed,2023-11-23 00:47:11.223024,Station_3,Afternoon,Sedan,S104,Low,11.63
CAR001203,Parts Allocated,2023-11-23 12:25:01.944839,Station_2,Afternoon,Sedan,S104,Low,21.42
CAR001203,Body Shop,2023-11-24 09:50:10.952642,Station_2,Afternoon,Sedan,S104,Low,19.48
CAR001203,Assembly,2023-11-25 05:18:42.455862,Station_3,Night,Sedan,S104,Low,42.19
CAR001203,Paint Shop,2023-11-26 23:29:53.665008,Station_3,Night,Sedan,S104,Low,3.55
CAR001203,Quality Check,2023-11-27 03:02:59.056494,Station_3,Night,Sedan,S104,Low,16.6
